developer_group_id,developer_group_name,developer_group_address,region_id,region_name,startDate,endDate,total_living_floor_size,appt_num,object_count,total_living_floor_size_pct,typed_volume_pct,rating
5397209001,Управляющая строительная компания Сибиряк,"Красноярский край, 660135, г. Красноярск, ул. Батурина, д. 1",1544,Красноярский край,2017-05-10,2019-03-22,178372.0,3125,13,5.5869295441489975,38.85531361424439,6
931203001,Уральский строительный комплекс-2,"Оренбургская область, 460052, г. Оренбург, ул. Монтажников, д. 22",1,Итого,2016-10-26,2019-03-29,177938.0,4097,9,0.1306188310280424,100.0,130
931203001,Уральский строительный комплекс-2,"Оренбургская область, 460052, г. Оренбург, ул. Монтажников, д. 22",1210,Оренбургская область,2016-10-26,2019-03-29,177938.0,4097,9,25.14104377337484,100.0,2
10265347001,Прайм Парк,"г.Москва, 125167, г. Москва, пр-кт Ленинградский, д. 37, корп. 6",1,Итого,2019-02-15,2019-04-01,177241.0,2318,7,0.13010718469490082,0.0,131
10265347001,Прайм Парк,"г.Москва, 125167, г. Москва, пр-кт Ленинградский, д. 37, корп. 6",1762,г. Москва,2019-02-15,2019-04-01,177241.0,2318,7,0.9493258158979254,0.0,31
2923318001,Группа компаний АК БАРС Девелопмент,"Республика Татарстан (Татарстан), 420124, г. Казань, ул. Меридианная, д. 1",1,Итого,2016-10-26,2019-04-02,176662.0,3342,11,0.12968215854441448,18.922575313310162,132
2923318001,Группа компаний АК БАРС Девелопмент,"Республика Татарстан (Татарстан), 420124, г. Казань, ул. Меридианная, д. 1",1216,Республика Татарстан (Татарстан),2016-10-26,2019-04-02,176662.0,3342,11,6.960258108947728,18.922575313310162,3
1163375001,Группа компаний КомСтрин,"г.Москва, 117647, г. Москва, ул. Профсоюзная, д. 125, корп. 1",1,Итого,2017-04-24,2019-04-01,176398.0,3865,25,0.129488364237457,86.57297701788002,133
1163375001,Группа компаний КомСтрин,"г.Москва, 117647, г. Москва, ул. Профсоюзная, д. 125, корп. 1",1768,Московская область,2017-04-24,2019-04-01,136521.0,3138,20,0.8316360009736868,100.0,16
1163375001,Группа компаний КомСтрин,"г.Москва, 117647, г. Москва, ул. Профсоюзная, д. 125, корп. 1",1879,Краснодарский край,2017-04-24,2019-04-01,11440.0,264,2,0.13122448850839394,0.0,113
1163375001,Группа компаний КомСтрин,"г.Москва, 117647, г. Москва, ул. Профсоюзная, д. 125, корп. 1",1653,Свердловская область,2017-04-24,2019-04-01,28437.0,463,3,0.6899911849422411,56.93990224003939,29
